Rank,Company Name,Official / Legal Name,Slug,Ticker Symbol,Stock Exchange,Market Cap,Country,Country Code (ISO-2),Headquarters,Industry,Sub-Industry,Official Website URL,Official Careers Portal URL
106,HondaHMC,HondaHMC Corp,honda,HONDA,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.honda.com,https://www.honda.com/careers
107,Komatsu6301.T,Komatsu6301.T Corp,komatsu,KOMATSU,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.komatsu.com,https://www.komatsu.com/careers
108,Fujitsu6702.T,Fujitsu6702.T Corp,fujitsu,FUJITSU,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.fujitsu.com,https://www.fujitsu.com/careers
109,Daiichi Sankyō4568.T,Daiichi Sankyō4568.T Corp,daiichi-sankyo,DAIICHI-,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.daiichi-sankyo.com,https://www.daiichi-sankyo.com/careers
110,7-Eleven3382.T,7-Eleven3382.T Corp,7-eleven,7-ELEVEN,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.7-eleven.com,https://www.7-eleven.com/careers
111,Denso6902.T,Denso6902.T Corp,denso,DENSO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.denso.com,https://www.denso.com/careers
112,Ibiden4062.T,Ibiden4062.T Corp,ibiden,IBIDEN,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.ibiden.com,https://www.ibiden.com/careers
113,Mitsubishi Estate8802.T,Mitsubishi Estate8802.T Corp,mitsubishi-estate,MITSUBIS,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.mitsubishi-estate.com,https://www.mitsubishi-estate.com/careers
114,Sumitomo Mitsui Trust Holdings8309.T,Sumitomo Mitsui Trust Holdings8309.T Corp,sumitomo-mitsui-trust,SUMITOMO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.sumitomo-mitsui-trust.com,https://www.sumitomo-mitsui-trust.com/careers
115,Nomura HoldingsNMR,Nomura HoldingsNMR Corp,nomura-holdings,NOMURA-H,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.nomura-holdings.com,https://www.nomura-holdings.com/careers
116,SMC corp6273.T,SMC corp6273.T Corp,smc,SMC,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.smc.com,https://www.smc.com/careers
117,Oriental Land4661.T,Oriental Land4661.T Corp,oriental-land,ORIENTAL,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.oriental-land.com,https://www.oriental-land.com/careers
118,Inpex1605.T,Inpex1605.T Corp,inpex,INPEX,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.inpex.com,https://www.inpex.com/careers
119,Fujifilm4901.T,Fujifilm4901.T Corp,fujifilm,FUJIFILM,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.fujifilm.com,https://www.fujifilm.com/careers
120,Mitsui Fudosan8801.T,Mitsui Fudosan8801.T Corp,mitsui-fudosan,MITSUI-F,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.mitsui-fudosan.com,https://www.mitsui-fudosan.com/careers
121,East Japan Railway9020.T,East Japan Railway9020.T Corp,east-japan-railway,EAST-JAP,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.east-japan-railway.com,https://www.east-japan-railway.com/careers
122,Astellas Pharma4503.T,Astellas Pharma4503.T Corp,astellas-pharma,ASTELLAS,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.astellas-pharma.com,https://www.astellas-pharma.com/careers
123,Lasertec6920.T,Lasertec6920.T Corp,lasertec,LASERTEC,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.lasertec.com,https://www.lasertec.com/careers
124,Canon7751.T,Canon7751.T Corp,canon,CANON,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.canon.com,https://www.canon.com/careers
125,Suzuki Motor7269.T,Suzuki Motor7269.T Corp,suzuki-motor,SUZUKI-M,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.suzuki-motor.com,https://www.suzuki-motor.com/careers
126,Aeon8267.T,Aeon8267.T Corp,aeon,AEON,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.aeon.com,https://www.aeon.com/careers
127,Central Japan Railway9022.T,Central Japan Railway9022.T Corp,central-japan-railway,CENTRAL-,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.central-japan-railway.com,https://www.central-japan-railway.com/careers
128,ENEOS Holdings5020.T,ENEOS Holdings5020.T Corp,eneos-holdings,ENEOS-HO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.eneos-holdings.com,https://www.eneos-holdings.com/careers
129,JX Advanced Metals5016.T,JX Advanced Metals5016.T Corp,jx-advanced-metals,JX-ADVAN,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.jx-advanced-metals.com,https://www.jx-advanced-metals.com/careers
130,Sumitomo Realty &amp; Development8830.T,Sumitomo Realty &amp; Development8830.T Corp,sumitomo-realty-and-development,SUMITOMO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.sumitomo-realty-and-development.com,https://www.sumitomo-realty-and-development.com/careers
131,ASICS Corporation7936.T,ASICS Corporation7936.T Corp,asics-corporation,ASICS-CO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.asics-corporation.com,https://www.asics-corporation.com/careers
132,Terumo4543.T,Terumo4543.T Corp,terumo,TERUMO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.terumo.com,https://www.terumo.com/careers
133,IHI Corporation7013.T,IHI Corporation7013.T Corp,ihi-corporation,IHI-CORP,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.ihi-corporation.com,https://www.ihi-corporation.com/careers
134,SCREEN Holdings7735.T,SCREEN Holdings7735.T Corp,screen-holdings,SCREEN-H,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.screen-holdings.com,https://www.screen-holdings.com/careers
135,LY Corporation4689.T,LY Corporation4689.T Corp,z-holdings,Z-HOLDIN,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.z-holdings.com,https://www.z-holdings.com/careers
136,Nidec6594.T,Nidec6594.T Corp,nidec,NIDEC,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.nidec.com,https://www.nidec.com/careers
137,Kaō4452.T,Kaō4452.T Corp,kao,KAO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.kao.com,https://www.kao.com/careers
138,Bandai Namco7832.T,Bandai Namco7832.T Corp,bandai-namco,BANDAI-N,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.bandai-namco.com,https://www.bandai-namco.com/careers
139,KEPCO9503.T,KEPCO9503.T Corp,kepco,KEPCO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.kepco.com,https://www.kepco.com/careers
140,Resonac Holdings Corporation4004.T,Resonac Holdings Corporation4004.T Corp,resonac-holdings-corporation,RESONAC-,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.resonac-holdings-corporation.com,https://www.resonac-holdings-corporation.com/careers
141,Ebara Corporation6361.T,Ebara Corporation6361.T Corp,ebara-corporation,EBARA-CO,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.ebara-corporation.com,https://www.ebara-corporation.com/careers
142,Pan Pacific International Holdings7532.T,Pan Pacific International Holdings7532.T Corp,pan-pacific,PAN-PACI,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.pan-pacific.com,https://www.pan-pacific.com/careers
143,Nippon Sanso4091.T,Nippon Sanso4091.T Corp,nippon-sanso,NIPPON-S,TSE / JPX,JPY ¥ Live Tracked,Japan,JP,Japan Headquarters,Commercial Enterprise,Operating Business,https://www.nippon-sanso.com,https://www.nippon-sanso.com/careers
144,SiemensSIE.DE,SiemensSIE.DE Corp,siemens,SIEMENS,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.siemens.com,https://www.siemens.com/careers
145,Allianz SEALV.DE,Allianz SEALV.DE Corp,allianz,ALLIANZ,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.allianz.com,https://www.allianz.com/careers
146,SAPSAP,SAPSAP Corp,sap,SAP,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.sap.com,https://www.sap.com/careers
147,Siemens EnergyENR.F,Siemens EnergyENR.F Corp,siemens-energy,SIEMENS-,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.siemens-energy.com,https://www.siemens-energy.com/careers
148,Deutsche TelekomDTE.DE,Deutsche TelekomDTE.DE Corp,deutsche-telekom,DEUTSCHE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.deutsche-telekom.com,https://www.deutsche-telekom.com/careers
149,InfineonIFX.DE,InfineonIFX.DE Corp,infineon,INFINEON,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.infineon.com,https://www.infineon.com/careers
150,Munich RE (Münchener Rück)MUV2.DE,Munich RE (Münchener Rück)MUV2.DE Corp,munich-re,MUNICH-R,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.munich-re.com,https://www.munich-re.com/careers
151,DHL Group (Deutsche Post)DHL.DE,DHL Group (Deutsche Post)DHL.DE Corp,deutsche-post,DEUTSCHE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.deutsche-post.com,https://www.deutsche-post.com/careers
152,Merck KGaAMRK.DE,Merck KGaAMRK.DE Corp,merck-kgaa,MERCK-KG,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.merck-kgaa.com,https://www.merck-kgaa.com/careers
153,Deutsche BankDB,Deutsche BankDB Corp,deutsche-bank,DEUTSCHE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.deutsche-bank.com,https://www.deutsche-bank.com/careers
154,E.ONEOAN.DE,E.ONEOAN.DE Corp,e-on,E-ON,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.e-on.com,https://www.e-on.com/careers
155,Deutsche BörseDB1.DE,Deutsche BörseDB1.DE Corp,deutsche-boerse,DEUTSCHE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.deutsche-boerse.com,https://www.deutsche-boerse.com/careers
156,BayerBAYN.DE,BayerBAYN.DE Corp,bayer,BAYER,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.bayer.com,https://www.bayer.com/careers
157,BASFBAS.DE,BASFBAS.DE Corp,basf,BASF,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.basf.com,https://www.basf.com/careers
158,Mercedes-BenzMBG.DE,Mercedes-BenzMBG.DE Corp,mercedes-benz-group,MERCEDES,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.mercedes-benz-group.com,https://www.mercedes-benz-group.com/careers
159,RWERWE.DE,RWERWE.DE Corp,rwe,RWE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.rwe.com,https://www.rwe.com/careers
160,PorscheP911.DE,PorscheP911.DE Corp,porsche,PORSCHE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.porsche.com,https://www.porsche.com/careers
161,CommerzbankCBK.F,CommerzbankCBK.F Corp,commerzbank,COMMERZB,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.commerzbank.com,https://www.commerzbank.com/careers
162,Siemens HealthineersSHL.DE,Siemens HealthineersSHL.DE Corp,siemens-healthineers,SIEMENS-,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.siemens-healthineers.com,https://www.siemens-healthineers.com/careers
163,VolkswagenVOW3.DE,VolkswagenVOW3.DE Corp,volkswagen,VOLKSWAG,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.volkswagen.com,https://www.volkswagen.com/careers
164,Daimler TruckDTG.F,Daimler TruckDTG.F Corp,daimler-truck,DAIMLER-,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.daimler-truck.com,https://www.daimler-truck.com/careers
165,BMWBMW.DE,BMWBMW.DE Corp,bmw,BMW,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.bmw.com,https://www.bmw.com/careers
166,HochtiefHOT.F,HochtiefHOT.F Corp,hochtief,HOCHTIEF,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.hochtief.com,https://www.hochtief.com/careers
167,HenkelHEN3.DE,HenkelHEN3.DE Corp,henkel,HENKEL,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.henkel.com,https://www.henkel.com/careers
168,HeidelbergCementHEI.DE,HeidelbergCementHEI.DE Corp,heidelbergcement,HEIDELBE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.heidelbergcement.com,https://www.heidelbergcement.com/careers
169,AdidasADS.DE,AdidasADS.DE Corp,adidas,ADIDAS,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.adidas.com,https://www.adidas.com/careers
170,FreseniusFRE.DE,FreseniusFRE.DE Corp,fresenius,FRESENIU,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.fresenius.com,https://www.fresenius.com/careers
171,EnBW EnergieEBK.DE,EnBW EnergieEBK.DE Corp,enbw-energie,ENBW-ENE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.enbw-energie.com,https://www.enbw-energie.com/careers
172,BioNTechBNTX,BioNTechBNTX Corp,biontech,BIONTECH,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.biontech.com,https://www.biontech.com/careers
173,Traton8TRA.DE,Traton8TRA.DE Corp,traton,TRATON,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.traton.com,https://www.traton.com/careers
174,INNIO N.V.INIO,INNIO N.V.INIO Corp,innio-nv,INNIO-NV,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.innio-nv.com,https://www.innio-nv.com/careers
175,UniperUN0.DE,UniperUN0.DE Corp,uniper,UNIPER,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.uniper.com,https://www.uniper.com/careers
176,VonoviaVNA.DE,VonoviaVNA.DE Corp,vonovia,VONOVIA,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.vonovia.com,https://www.vonovia.com/careers
177,BeiersdorfBEI.DE,BeiersdorfBEI.DE Corp,beiersdorf,BEIERSDO,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.beiersdorf.com,https://www.beiersdorf.com/careers
178,Knorr-BremseKBX.DE,Knorr-BremseKBX.DE Corp,knorr-bremse,KNORR-BR,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.knorr-bremse.com,https://www.knorr-bremse.com/careers
179,ContinentalCON.DE,ContinentalCON.DE Corp,continental,CONTINEN,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.continental.com,https://www.continental.com/careers
180,Covestro1COV.F,Covestro1COV.F Corp,covestro,COVESTRO,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.covestro.com,https://www.covestro.com/careers
181,SymriseSY1.DE,SymriseSY1.DE Corp,symrise,SYMRISE,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.symrise.com,https://www.symrise.com/careers
182,SartoriusSRT.DE,SartoriusSRT.DE Corp,sartorius,SARTORIU,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.sartorius.com,https://www.sartorius.com/careers
183,Fresenius Medical CareFMS,Fresenius Medical CareFMS Corp,fresenius-medical-care,FRESENIU,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.fresenius-medical-care.com,https://www.fresenius-medical-care.com/careers
184,LufthansaLHA.DE,LufthansaLHA.DE Corp,lufthansa,LUFTHANS,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.lufthansa.com,https://www.lufthansa.com/careers
185,NordexNDX1.F,NordexNDX1.F Corp,nordex,NORDEX,XETRA / Deutsche Börse,EUR € Live Tracked,Germany,DE,Germany Headquarters,Commercial Enterprise,Operating Business,https://www.nordex.com,https://www.nordex.com/careers
